contrast,metric,mean_A,mean_B,paired_delta,boot_ci_lo,boot_ci_hi,wilcoxon_p,holm_q,bh_q,rank_biserial_r,n_total,n_nonzero
Base→SFT|dense_k1|mistral-7b-v0.3,IUHE_per_1kTok,6.506302,11.074639,4.568337,3.965680,5.189896,0.000000,0.000000,0.000000,0.712015,391,391
Base→SFT|dense_k1|mistral-7b-v0.3,IUHE_Total,2.462916,4.370844,1.907928,1.595908,2.237852,0.000000,0.000000,0.000000,0.793507,391,309
Base→SFT|dense_k1|mistral-7b-v0.3,PlaceholderRate,0.362532,0.365729,0.003197,-0.032609,0.039003,0.864355,1.000000,0.925487,-0.023558,391,64
Base→SFT|dense_k1|mistral-7b-v0.3,UnknownRate,0.369565,0.365729,-0.003836,-0.040281,0.031330,0.703070,1.000000,0.786596,-0.049474,391,75
Base→SFT|dense_k1|mistral-7b-v0.3,SignalFilledRate,0.620844,0.625746,0.004902,-0.030051,0.040708,0.801738,1.000000,0.874889,0.031790,391,80
Base→SFT|dense_k1|mistral-7b-v0.3,NoSignalFilledRate,0.635976,0.657289,0.021313,-0.005115,0.048593,0.182669,1.000000,0.247084,0.270945,391,33
SFT→DPO_free_bal|k0|mistral-7b-v0.3,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|mistral-7b-v0.3,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|mistral-7b-v0.3,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|mistral-7b-v0.3,IUHE_per_1kTok,10.606161,0.696848,-9.909313,-10.467470,-9.365250,0.000000,0.000000,0.000000,-0.998972,391,389
SFT→DPO_free_bal|k0|mistral-7b-v0.3,IUHE_Total,3.856777,0.191816,-3.664962,-4.061381,-3.319693,0.000000,0.000000,0.000000,-1.000000,391,386
SFT→DPO_free_bal|k0|mistral-7b-v0.3,PlaceholderRate,0.388107,0.028133,-0.359974,-0.406650,-0.313299,0.000000,0.000000,0.000000,-0.972598,391,168
SFT→DPO_free_bal|k0|mistral-7b-v0.3,UnknownRate,0.388747,0.025575,-0.363171,-0.410486,-0.314578,0.000000,0.000000,0.000000,-0.973547,391,169
SFT→DPO_free_bal|k0|mistral-7b-v0.3,SignalFilledRate,0.611679,0.957801,0.346121,0.298806,0.392375,0.000000,0.000000,0.000000,0.953321,391,179
SFT→DPO_free_bal|k0|mistral-7b-v0.3,NoSignalFilledRate,0.681586,0.398977,-0.282609,-0.329923,-0.236573,0.000000,0.000000,0.000000,-0.947107,391,120
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,RAHE_per_1kTok,6.005202,1.759793,-4.245409,-4.771012,-3.731504,0.000000,0.000000,0.000000,-0.909441,391,301
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,TransferRate,0.513876,0.211949,-0.301927,-0.349337,-0.255835,0.000000,0.000000,0.000000,-0.733935,391,274
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,RAHE_Total,2.393862,0.649616,-1.744246,-1.964194,-1.544757,0.000000,0.000000,0.000000,-0.958248,391,276
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,IUHE_per_1kTok,11.074639,2.464452,-8.610186,-9.207737,-8.022446,0.000000,0.000000,0.000000,-0.971854,391,390
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,IUHE_Total,4.370844,0.882353,-3.488491,-3.777494,-3.222506,0.000000,0.000000,0.000000,-0.992560,391,384
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,PlaceholderRate,0.365729,0.044118,-0.321611,-0.370844,-0.273657,0.000000,0.000000,0.000000,-0.947329,391,163
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,UnknownRate,0.365729,0.040921,-0.324808,-0.373402,-0.275575,0.000000,0.000000,0.000000,-0.949948,391,163
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,SignalFilledRate,0.625746,0.929241,0.303495,0.257673,0.350810,0.000000,0.000000,0.000000,0.911856,391,174
SFT→DPO_free_bal|dense_k1|mistral-7b-v0.3,NoSignalFilledRate,0.657289,0.422847,-0.234442,-0.281330,-0.189685,0.000000,0.000000,0.000000,-0.894021,391,110
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,IUHE_per_1kTok,10.606161,0.647998,-9.958164,-10.501775,-9.420826,0.000000,0.000000,0.000000,-0.999974,391,389
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,IUHE_Total,3.856777,0.184143,-3.672634,-4.066496,-3.334974,0.000000,0.000000,0.000000,-1.000000,391,386
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,PlaceholderRate,0.388107,0.439258,0.051151,-0.021739,0.125320,0.114040,1.000000,0.162372,0.109220,391,234
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,UnknownRate,0.388747,0.438619,0.049872,-0.021739,0.120844,0.116554,1.000000,0.165557,0.108366,391,235
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,SignalFilledRate,0.611679,0.556266,-0.055413,-0.127456,0.019400,0.075821,1.000000,0.112369,-0.122908,391,239
SFT→DPO_aware_bal|k0|mistral-7b-v0.3,NoSignalFilledRate,0.681586,0.636829,-0.044757,-0.104859,0.014098,0.106779,1.000000,0.152944,-0.137595,391,142
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,RAHE_per_1kTok,6.005202,10.510456,4.505255,3.930542,5.100720,0.000000,0.000000,0.000000,0.777955,391,368
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,TransferRate,0.513876,0.918602,0.404726,0.365556,0.443624,0.000000,0.000000,0.000000,0.965606,391,269
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,RAHE_Total,2.393862,4.117647,1.723785,1.485934,1.964194,0.000000,0.000000,0.000000,0.923900,391,246
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,IUHE_per_1kTok,11.074639,10.977632,-0.097007,-0.768937,0.550562,0.587590,1.000000,0.676379,-0.032104,391,380
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,IUHE_Total,4.370844,4.289003,-0.081841,-0.393862,0.212276,0.890319,1.000000,0.947351,-0.010055,391,245
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,PlaceholderRate,0.365729,0.358696,-0.007033,-0.045396,0.031330,0.549267,1.000000,0.639653,-0.072100,391,87
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,UnknownRate,0.365729,0.357417,-0.008312,-0.047954,0.030051,0.499802,1.000000,0.592179,-0.081243,391,87
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,SignalFilledRate,0.625746,0.633845,0.008099,-0.029417,0.046888,0.531000,1.000000,0.622623,0.074295,391,91
SFT→DPO_aware_bal|dense_k1|mistral-7b-v0.3,NoSignalFilledRate,0.657289,0.627451,-0.029838,-0.062234,0.002131,0.093693,1.000000,0.136488,-0.281915,391,47
NoRAG→RAG|sft|mistral-7b-v0.3,RAHE_per_1kTok,0.000000,6.005202,6.005202,5.434769,6.597450,0.000000,0.000000,0.000000,1.000000,391,297
NoRAG→RAG|sft|mistral-7b-v0.3,TransferRate,0.000000,0.513876,0.513876,0.475727,0.551773,0.000000,0.000000,0.000000,1.000000,391,297
NoRAG→RAG|sft|mistral-7b-v0.3,RAHE_Total,0.000000,2.393862,2.393862,2.132928,2.662404,0.000000,0.000000,0.000000,1.000000,391,297
NoRAG→RAG|sft|mistral-7b-v0.3,IUHE_per_1kTok,10.606161,11.074639,0.468478,-0.141379,1.087567,0.162755,1.000000,0.222972,0.082739,391,379
NoRAG→RAG|sft|mistral-7b-v0.3,IUHE_Total,3.856777,4.370844,0.514066,0.086957,0.907928,0.000000,0.000248,0.000001,0.373306,391,240
NoRAG→RAG|sft|mistral-7b-v0.3,PlaceholderRate,0.388107,0.365729,-0.022379,-0.055627,0.010230,0.168067,1.000000,0.229199,-0.203390,391,58
NoRAG→RAG|sft|mistral-7b-v0.3,UnknownRate,0.388747,0.365729,-0.023018,-0.055627,0.009591,0.163968,1.000000,0.224121,-0.206897,391,57
NoRAG→RAG|sft|mistral-7b-v0.3,SignalFilledRate,0.611679,0.625746,0.014066,-0.018548,0.046036,0.323162,1.000000,0.409430,0.135976,391,68
NoRAG→RAG|sft|mistral-7b-v0.3,NoSignalFilledRate,0.681586,0.657289,-0.024297,-0.053708,0.005115,0.128663,1.000000,0.180824,-0.288762,391,37
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,RAHE_per_1kTok,0.000000,1.759793,1.759793,1.366846,2.188246,0.000000,0.000000,0.000000,1.000000,391,93
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,TransferRate,0.000000,0.211949,0.211949,0.173614,0.251677,0.000000,0.000000,0.000000,1.000000,391,93
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,RAHE_Total,0.000000,0.649616,0.649616,0.498721,0.815857,0.000000,0.000000,0.000000,1.000000,391,93
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,IUHE_per_1kTok,0.696848,2.464452,1.767604,1.345403,2.233754,0.000000,0.000000,0.000000,0.748022,391,152
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,IUHE_Total,0.191816,0.882353,0.690537,0.529412,0.859335,0.000000,0.000000,0.000000,0.892697,391,121
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,PlaceholderRate,0.028133,0.044118,0.015985,-0.002558,0.034527,0.125590,1.000000,0.176712,0.263768,391,45
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,UnknownRate,0.025575,0.040921,0.015345,-0.003197,0.033887,0.137845,1.000000,0.193047,0.258586,391,44
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,SignalFilledRate,0.957801,0.929241,-0.028559,-0.048167,-0.009165,0.008822,1.000000,0.014840,-0.365672,391,67
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,NoSignalFilledRate,0.398977,0.422847,0.023870,0.002984,0.045183,0.036649,1.000000,0.056778,0.490000,391,24
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,RAHE_per_1kTok,0.000000,10.510456,10.510456,9.866160,11.170254,0.000000,0.000000,0.000000,1.000000,391,373
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,TransferRate,0.000000,0.918602,0.918602,0.895820,0.939469,0.000000,0.000000,0.000000,1.000000,391,373
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,RAHE_Total,0.000000,4.117647,4.117647,3.828645,4.416880,0.000000,0.000000,0.000000,1.000000,391,373
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,IUHE_per_1kTok,0.647998,10.977632,10.329634,9.677524,10.996521,0.000000,0.000000,0.000000,0.998702,391,376
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,IUHE_Total,0.184143,4.289003,4.104859,3.826023,4.396419,0.000000,0.000000,0.000000,1.000000,391,371
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,PlaceholderRate,0.439258,0.358696,-0.080563,-0.146419,-0.012148,0.009103,1.000000,0.015248,-0.191645,391,215
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,UnknownRate,0.438619,0.357417,-0.081202,-0.147698,-0.013427,0.009095,1.000000,0.015248,-0.191415,391,216
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,SignalFilledRate,0.556266,0.633845,0.077579,0.010870,0.144080,0.012934,1.000000,0.021278,0.182271,391,220
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,NoSignalFilledRate,0.636829,0.627451,-0.009378,-0.064365,0.045620,0.595482,1.000000,0.684337,-0.048780,391,123
k1→k2|sft|mistral-7b-v0.3,RAHE_per_1kTok,6.005202,5.627307,-0.377894,-0.907245,0.146632,0.040588,1.000000,0.062314,-0.132490,391,318
k1→k2|sft|mistral-7b-v0.3,TransferRate,0.513876,0.484156,-0.029721,-0.068704,0.010175,0.143657,1.000000,0.200250,-0.109279,391,238
k1→k2|sft|mistral-7b-v0.3,RAHE_Total,2.393862,2.317136,-0.076726,-0.294118,0.138107,0.486884,1.000000,0.579092,-0.053198,391,221
k1→k2|sft|mistral-7b-v0.3,IUHE_per_1kTok,11.074639,10.810249,-0.264390,-0.864272,0.351537,0.271908,1.000000,0.351570,-0.065820,391,371
k1→k2|sft|mistral-7b-v0.3,IUHE_Total,4.370844,4.314578,-0.056266,-0.401535,0.289003,0.963252,1.000000,1.000000,0.003515,391,222
k1→k2|sft|mistral-7b-v0.3,PlaceholderRate,0.365729,0.348465,-0.017263,-0.047315,0.013427,0.229748,1.000000,0.300305,-0.196863,391,50
k1→k2|sft|mistral-7b-v0.3,UnknownRate,0.365729,0.349105,-0.016624,-0.047315,0.013427,0.234890,1.000000,0.306690,-0.196735,391,49
k1→k2|sft|mistral-7b-v0.3,SignalFilledRate,0.625746,0.640665,0.014919,-0.015985,0.044970,0.332281,1.000000,0.420093,0.142938,391,59
k1→k2|sft|mistral-7b-v0.3,NoSignalFilledRate,0.657289,0.635976,-0.021313,-0.048167,0.005115,0.124047,1.000000,0.175315,-0.314394,391,32
Dense→Lex|sft_k1|mistral-7b-v0.3,RAHE_per_1kTok,6.005202,5.454064,-0.551138,-1.173670,0.083561,0.080799,1.000000,0.119157,-0.115729,391,303
Dense→Lex|sft_k1|mistral-7b-v0.3,TransferRate,0.513876,0.492968,-0.020909,-0.064707,0.023828,0.411171,1.000000,0.502822,-0.059920,391,250
Dense→Lex|sft_k1|mistral-7b-v0.3,RAHE_Total,2.393862,2.237852,-0.156010,-0.396419,0.084399,0.239001,1.000000,0.311378,-0.084972,391,250
Dense→Lex|sft_k1|mistral-7b-v0.3,IUHE_per_1kTok,11.074639,10.420890,-0.653748,-1.266452,-0.057635,0.091218,1.000000,0.133207,-0.106795,391,333
Dense→Lex|sft_k1|mistral-7b-v0.3,IUHE_Total,4.370844,4.102302,-0.268542,-0.555051,0.015345,0.072629,1.000000,0.108174,-0.136706,391,224
Dense→Lex|sft_k1|mistral-7b-v0.3,PlaceholderRate,0.365729,0.373402,0.007673,-0.026215,0.041560,0.827396,1.000000,0.894725,0.031560,391,58
Dense→Lex|sft_k1|mistral-7b-v0.3,UnknownRate,0.365729,0.374680,0.008951,-0.024936,0.042839,0.811701,1.000000,0.881273,0.034483,391,58
Dense→Lex|sft_k1|mistral-7b-v0.3,SignalFilledRate,0.625746,0.618926,-0.006820,-0.041560,0.028133,0.746638,1.000000,0.830678,-0.043461,391,70
Dense→Lex|sft_k1|mistral-7b-v0.3,NoSignalFilledRate,0.657289,0.656010,-0.001279,-0.031969,0.029412,0.807558,1.000000,0.879618,-0.044135,391,41
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,RAHE_per_1kTok,6.005202,2.796547,-3.208655,-3.930731,-2.520185,0.000000,0.000000,0.000000,-0.551339,391,324
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,TransferRate,0.513876,0.243690,-0.270186,-0.319507,-0.221756,0.000000,0.000000,0.000000,-0.622608,391,305
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,RAHE_Total,2.393862,1.023018,-1.370844,-1.675256,-1.074169,0.000000,0.000000,0.000000,-0.589684,391,298
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,IUHE_per_1kTok,11.074639,10.691353,-0.383286,-1.086262,0.310099,0.368535,1.000000,0.459926,-0.053022,391,383
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,IUHE_Total,4.370844,4.069054,-0.301790,-0.682864,0.094629,0.031370,1.000000,0.049173,-0.147363,391,279
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,PlaceholderRate,0.365729,0.363171,-0.002558,-0.043478,0.038363,0.751142,1.000000,0.833390,-0.037879,391,87
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,UnknownRate,0.365729,0.362532,-0.003197,-0.044757,0.037724,0.691698,1.000000,0.776051,-0.047283,391,87
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,SignalFilledRate,0.625746,0.631500,0.005754,-0.033253,0.045396,0.654143,1.000000,0.741569,0.051123,391,98
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,NoSignalFilledRate,0.657289,0.653453,-0.003836,-0.040921,0.031969,0.875195,1.000000,0.933750,-0.022222,391,54
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,RAHE_per_1kTok,6.005202,5.861268,-0.143934,-0.424491,0.135092,0.108632,1.000000,0.155225,-0.132496,391,195
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,TransferRate,0.513876,0.513804,-0.000072,-0.016263,0.016043,0.946665,1.000000,0.991268,0.009615,391,64
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,RAHE_Total,2.393862,2.393862,0.000000,-0.092072,0.092072,0.805727,1.000000,0.878441,0.046341,391,40
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,IUHE_per_1kTok,11.074639,10.782914,-0.291725,-0.752718,0.178009,0.020108,1.000000,0.032281,-0.167255,391,257
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,IUHE_Total,4.370844,4.360614,-0.010230,-0.294118,0.329987,0.189583,1.000000,0.255915,-0.179296,391,69
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,PlaceholderRate,0.365729,0.396419,0.030691,0.016624,0.047315,0.000015,0.008789,0.000029,1.000000,391,17
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,UnknownRate,0.365729,0.397698,0.031969,0.017263,0.048593,0.000008,0.004486,0.000015,1.000000,391,18
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,SignalFilledRate,0.625746,0.596974,-0.028772,-0.044970,-0.015132,0.000031,0.017303,0.000058,-1.000000,391,16
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,NoSignalFilledRate,0.657289,0.676471,0.019182,0.007673,0.033248,0.003906,1.000000,0.006684,1.000000,391,9
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,RAHE_per_1kTok,6.005202,0.000000,-6.005202,-6.590348,-5.419518,0.000000,0.000000,0.000000,-1.000000,391,297
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,TransferRate,0.513876,0.000000,-0.513876,-0.551704,-0.476052,0.000000,0.000000,0.000000,-1.000000,391,297
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,RAHE_Total,2.393862,0.000000,-2.393862,-2.664962,-2.135486,0.000000,0.000000,0.000000,-1.000000,391,297
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,IUHE_per_1kTok,11.074639,8.391121,-2.683517,-3.246577,-2.133108,0.000000,0.000000,0.000000,-0.591581,391,331
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,IUHE_Total,4.370844,3.112532,-1.258312,-1.572890,-0.974425,0.000000,0.000000,0.000000,-0.762452,391,209
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,PlaceholderRate,0.365729,0.396419,0.030691,0.010230,0.051151,0.001773,0.909474,0.003100,0.529293,391,44
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,UnknownRate,0.365729,0.384910,0.019182,-0.000639,0.039003,0.101397,1.000000,0.146286,0.378462,391,25
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,SignalFilledRate,0.625746,0.602302,-0.023444,-0.042839,-0.004049,0.026086,1.000000,0.041378,-0.433613,391,34
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,NoSignalFilledRate,0.657289,0.687553,0.030264,0.011083,0.050725,0.008316,1.000000,0.014028,0.632411,391,22
DPO_free→aware|bal_k0|mistral-7b-v0.3,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|mistral-7b-v0.3,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|mistral-7b-v0.3,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|mistral-7b-v0.3,IUHE_per_1kTok,0.696848,0.647998,-0.048851,-0.205402,0.106476,0.368787,1.000000,0.459926,-0.110317,391,88
DPO_free→aware|bal_k0|mistral-7b-v0.3,IUHE_Total,0.191816,0.184143,-0.007673,-0.048593,0.033248,0.619801,1.000000,0.705983,-0.069881,391,53
DPO_free→aware|bal_k0|mistral-7b-v0.3,PlaceholderRate,0.028133,0.439258,0.411125,0.362532,0.460358,0.000000,0.000000,0.000000,0.985899,391,184
DPO_free→aware|bal_k0|mistral-7b-v0.3,UnknownRate,0.025575,0.438619,0.413043,0.364450,0.462916,0.000000,0.000000,0.000000,0.985702,391,185
DPO_free→aware|bal_k0|mistral-7b-v0.3,SignalFilledRate,0.957801,0.556266,-0.401535,-0.452899,-0.351662,0.000000,0.000000,0.000000,-0.950889,391,201
DPO_free→aware|bal_k0|mistral-7b-v0.3,NoSignalFilledRate,0.398977,0.636829,0.237852,0.195652,0.282609,0.000000,0.000000,0.000000,0.956902,391,101
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,RAHE_per_1kTok,1.759793,10.510456,8.750664,8.113068,9.393317,0.000000,0.000000,0.000000,0.988717,391,373
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,TransferRate,0.211949,0.918602,0.706652,0.663750,0.748908,0.000000,0.000000,0.000000,0.996513,391,309
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,RAHE_Total,0.649616,4.117647,3.468031,3.214834,3.726343,0.000000,0.000000,0.000000,0.999381,391,359
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,IUHE_per_1kTok,2.464452,10.977632,8.513179,7.885351,9.142110,0.000000,0.000000,0.000000,0.982597,391,377
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,IUHE_Total,0.882353,4.289003,3.406650,3.156010,3.670077,0.000000,0.000000,0.000000,0.998631,391,358
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,PlaceholderRate,0.044118,0.358696,0.314578,0.268542,0.361269,0.000000,0.000000,0.000000,0.943921,391,165
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,UnknownRate,0.040921,0.357417,0.316496,0.270460,0.363811,0.000000,0.000000,0.000000,0.943294,391,166
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,SignalFilledRate,0.929241,0.633845,-0.295396,-0.342711,-0.250847,0.000000,0.000000,0.000000,-0.899002,391,178
DPO_free→aware|bal_dense_k1|mistral-7b-v0.3,NoSignalFilledRate,0.422847,0.627451,0.204604,0.161978,0.248508,0.000000,0.000000,0.000000,0.883376,391,96
Base→SFT|k0|qwen2.5-7b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|qwen2.5-7b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|qwen2.5-7b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|qwen2.5-7b,IUHE_per_1kTok,0.649377,13.960645,13.311269,12.639579,14.017523,0.000000,0.000000,0.000000,0.999895,391,389
Base→SFT|k0|qwen2.5-7b,IUHE_Total,0.664962,4.125320,3.460358,3.107353,3.923338,0.000000,0.000000,0.000000,0.982589,391,370
Base→SFT|k0|qwen2.5-7b,PlaceholderRate,0.024297,0.414322,0.390026,0.343350,0.438619,0.000000,0.000000,0.000000,0.981338,391,180
Base→SFT|k0|qwen2.5-7b,UnknownRate,0.060102,0.415601,0.355499,0.310742,0.399616,0.000000,0.000000,0.000000,0.980356,391,180
Base→SFT|k0|qwen2.5-7b,SignalFilledRate,0.906436,0.580136,-0.326300,-0.372762,-0.280264,0.000000,0.000000,0.000000,-0.924674,391,198
Base→SFT|k0|qwen2.5-7b,NoSignalFilledRate,0.431159,0.698210,0.267050,0.223146,0.309889,0.000000,0.000000,0.000000,0.979972,391,113
Base→SFT|dense_k1|qwen2.5-7b,RAHE_per_1kTok,0.441590,5.000937,4.559347,3.989851,5.133035,0.000000,0.000000,0.000000,0.982394,391,249
Base→SFT|dense_k1|qwen2.5-7b,TransferRate,0.133047,0.360098,0.227051,0.185889,0.267087,0.000000,0.000000,0.000000,0.709025,391,240
Base→SFT|dense_k1|qwen2.5-7b,RAHE_Total,0.447570,1.664962,1.217391,1.000000,1.442455,0.000000,0.000000,0.000000,0.831495,391,228
Base→SFT|dense_k1|qwen2.5-7b,IUHE_per_1kTok,1.602003,13.041364,11.439361,10.720719,12.188452,0.000000,0.000000,0.000000,0.996559,391,389
Base→SFT|dense_k1|qwen2.5-7b,IUHE_Total,1.626598,4.242967,2.616368,2.171355,3.138107,0.000000,0.000000,0.000000,0.799984,391,355
Base→SFT|dense_k1|qwen2.5-7b,PlaceholderRate,0.041560,0.397059,0.355499,0.309463,0.402813,0.000000,0.000000,0.000000,0.994045,391,155
Base→SFT|dense_k1|qwen2.5-7b,UnknownRate,0.092711,0.398977,0.306266,0.259591,0.351023,0.000000,0.000000,0.000000,0.935469,391,162
Base→SFT|dense_k1|qwen2.5-7b,SignalFilledRate,0.890239,0.589514,-0.300725,-0.346766,-0.255754,0.000000,0.000000,0.000000,-0.897606,391,180
Base→SFT|dense_k1|qwen2.5-7b,NoSignalFilledRate,0.444800,0.668798,0.223998,0.184143,0.266203,0.000000,0.000000,0.000000,0.954038,391,96
SFT→DPO_free_bal|k0|qwen2.5-7b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|qwen2.5-7b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|qwen2.5-7b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|qwen2.5-7b,IUHE_per_1kTok,13.960645,2.733100,-11.227546,-11.931923,-10.533015,0.000000,0.000000,0.000000,-0.979830,391,389
SFT→DPO_free_bal|k0|qwen2.5-7b,IUHE_Total,4.125320,0.649616,-3.475703,-3.938683,-3.127813,0.000000,0.000000,0.000000,-0.992596,391,375
SFT→DPO_free_bal|k0|qwen2.5-7b,PlaceholderRate,0.414322,0.017903,-0.396419,-0.446292,-0.347810,0.000000,0.000000,0.000000,-0.973348,391,165
SFT→DPO_free_bal|k0|qwen2.5-7b,UnknownRate,0.415601,0.015345,-0.400256,-0.448210,-0.351662,0.000000,0.000000,0.000000,-0.973595,391,166
SFT→DPO_free_bal|k0|qwen2.5-7b,SignalFilledRate,0.580136,0.959932,0.379795,0.331841,0.428602,0.000000,0.000000,0.000000,0.966437,391,174
SFT→DPO_free_bal|k0|qwen2.5-7b,NoSignalFilledRate,0.698210,0.395141,-0.303069,-0.350384,-0.257033,0.000000,0.000000,0.000000,-0.983336,391,121
