contrast,metric,mean_A,mean_B,paired_delta,boot_ci_lo,boot_ci_hi,wilcoxon_p,holm_q,rank_biserial_r,n_total,n_nonzero
Base→SFT|k0|llama-3.2-3b,ROUGE1_R,0.510547,0.595291,0.084744,0.066395,0.102693,0.000000,0.000000,0.561955,391,381
Base→SFT|k0|llama-3.2-3b,ROUGE1_F1,0.466795,0.557654,0.090859,0.067130,0.114572,0.000000,0.000000,0.486560,391,391
Base→SFT|k0|llama-3.2-3b,SBERT,0.825447,0.861506,0.036059,0.021639,0.051186,0.000000,0.000000,0.454042,391,391
Base→SFT|k0|llama-3.2-3b,CTQRS,0.717231,0.741208,0.023977,0.007992,0.039802,0.001465,0.444018,0.203115,391,319
Base→SFT|k0|llama-3.2-3b,ROUGE1_R_NORM,0.519017,0.609774,0.090757,0.072992,0.108707,0.000000,0.000000,0.576067,391,382
Base→SFT|k0|llama-3.2-3b,ROUGE1_F1_NORM,0.466897,0.568300,0.101402,0.077625,0.125037,0.000000,0.000000,0.508508,391,391
Base→SFT|k0|llama-3.2-3b,SBERT_NORM,0.809165,0.852118,0.042953,0.027977,0.058195,0.000000,0.000000,0.454747,391,391
Base→SFT|k0|llama-3.2-3b,SecFilled,0.835038,0.632992,-0.202046,-0.257033,-0.147698,0.000000,0.000000,-0.507613,391,213
Base→SFT|k0|llama-3.2-3b,SecPresence,0.902813,0.648338,-0.254476,-0.308824,-0.198849,0.000000,0.000000,-0.612997,391,165
Base→SFT|k0|llama-3.2-3b,CondFilledRate,0.692668,0.607076,-0.085592,-0.125835,-0.044585,0.000004,0.001388,-0.367893,391,207
Base→SFT|k0|llama-3.2-3b,UAHE_per_1kTok,0.963651,12.356835,11.393184,10.598321,12.185897,0.000000,0.000000,0.982111,391,388
Base→SFT|k0|llama-3.2-3b,UAHE_Total,0.289003,4.258312,3.969309,3.539642,4.473146,0.000000,0.000000,0.991777,391,378
Base→SFT|k0|llama-3.2-3b,ContextSupportRate,0.440448,0.217364,-0.223084,-0.263618,-0.183975,0.000000,0.000000,-0.726275,391,238
Base→SFT|k0|llama-3.2-3b,ContextUnattributedRate,0.117097,0.782636,0.665539,0.629607,0.700968,0.000000,0.000000,0.983121,391,368
Base→SFT|dense_k1|llama-3.2-3b,ROUGE1_R,0.397604,0.600575,0.202971,0.175963,0.229722,0.000000,0.000000,0.705208,391,384
Base→SFT|dense_k1|llama-3.2-3b,ROUGE1_F1,0.317016,0.548735,0.231718,0.207924,0.255669,0.000000,0.000000,0.830132,391,391
Base→SFT|dense_k1|llama-3.2-3b,SBERT,0.642930,0.815014,0.172084,0.147525,0.196356,0.000000,0.000000,0.689206,391,391
Base→SFT|dense_k1|llama-3.2-3b,CTQRS,0.568894,0.763427,0.194533,0.171196,0.218510,0.000000,0.000000,0.791785,391,352
Base→SFT|dense_k1|llama-3.2-3b,ROUGE1_R_NORM,0.407973,0.615422,0.207449,0.179650,0.235339,0.000000,0.000000,0.707341,391,385
Base→SFT|dense_k1|llama-3.2-3b,ROUGE1_F1_NORM,0.319757,0.561386,0.241630,0.217899,0.265383,0.000000,0.000000,0.842763,391,391
Base→SFT|dense_k1|llama-3.2-3b,SBERT_NORM,0.633398,0.806727,0.173329,0.149572,0.197255,0.000000,0.000000,0.692390,391,391
Base→SFT|dense_k1|llama-3.2-3b,SecFilled,0.399616,0.567775,0.168159,0.104859,0.231458,0.000000,0.000114,0.383979,391,215
Base→SFT|dense_k1|llama-3.2-3b,SecPresence,0.484655,0.575448,0.090793,0.021100,0.159207,0.008290,1.000000,0.192939,391,203
Base→SFT|dense_k1|llama-3.2-3b,CondFilledRate,0.429156,0.566496,0.137340,0.090963,0.183504,0.000000,0.000021,0.423908,391,214
Base→SFT|dense_k1|llama-3.2-3b,UAHE_per_1kTok,1.056214,4.314212,3.257998,2.618425,3.906368,0.000000,0.000000,0.756654,391,262
Base→SFT|dense_k1|llama-3.2-3b,UAHE_Total,0.432225,1.542199,1.109974,0.741688,1.480882,0.000000,0.000000,0.781432,391,244
Base→SFT|dense_k1|llama-3.2-3b,ContextSupportRate,0.388960,0.728298,0.339338,0.286415,0.392490,0.000000,0.000000,0.689283,391,319
Base→SFT|dense_k1|llama-3.2-3b,ContextUnattributedRate,0.104646,0.269144,0.164498,0.125871,0.203855,0.000000,0.000000,0.568546,391,257
SFT→DPO_free_bal|k0|llama-3.2-3b,ROUGE1_R,0.595291,0.475946,-0.119345,-0.134697,-0.103823,0.000000,0.000000,-0.757059,391,390
SFT→DPO_free_bal|k0|llama-3.2-3b,ROUGE1_F1,0.557654,0.562954,0.005299,-0.015149,0.025501,0.025857,1.000000,-0.130043,391,391
SFT→DPO_free_bal|k0|llama-3.2-3b,SBERT,0.861506,0.862029,0.000524,-0.009762,0.011567,0.001965,0.589528,-0.180646,391,391
SFT→DPO_free_bal|k0|llama-3.2-3b,CTQRS,0.741208,0.646579,-0.094629,-0.108216,-0.081202,0.000000,0.000000,-0.734900,391,334
SFT→DPO_free_bal|k0|llama-3.2-3b,ROUGE1_R_NORM,0.609774,0.484243,-0.125531,-0.140656,-0.110041,0.000000,0.000000,-0.768730,391,389
SFT→DPO_free_bal|k0|llama-3.2-3b,ROUGE1_F1_NORM,0.568300,0.566762,-0.001538,-0.021615,0.018886,0.004156,1.000000,-0.167258,391,391
SFT→DPO_free_bal|k0|llama-3.2-3b,SBERT_NORM,0.852118,0.846608,-0.005510,-0.016467,0.006109,0.000172,0.055576,-0.219244,391,391
SFT→DPO_free_bal|k0|llama-3.2-3b,SecFilled,0.632992,0.945013,0.312020,0.269821,0.355499,0.000000,0.000000,0.951086,391,179
SFT→DPO_free_bal|k0|llama-3.2-3b,SecPresence,0.648338,0.998721,0.350384,0.305627,0.395780,0.000000,0.000000,0.999284,391,149
SFT→DPO_free_bal|k0|llama-3.2-3b,CondFilledRate,0.607076,0.779241,0.172165,0.143478,0.202771,0.000000,0.000000,0.899157,391,171
SFT→DPO_free_bal|k0|llama-3.2-3b,UAHE_per_1kTok,12.356835,1.536371,-10.820464,-11.613752,-10.055122,0.000000,0.000000,-0.964722,391,389
SFT→DPO_free_bal|k0|llama-3.2-3b,UAHE_Total,4.258312,0.324808,-3.933504,-4.432225,-3.501279,0.000000,0.000000,-0.998327,391,383
SFT→DPO_free_bal|k0|llama-3.2-3b,ContextSupportRate,0.217364,0.407021,0.189657,0.154667,0.226276,0.000000,0.000000,0.694247,391,228
SFT→DPO_free_bal|k0|llama-3.2-3b,ContextUnattributedRate,0.782636,0.127506,-0.655130,-0.690643,-0.619693,0.000000,0.000000,-0.989841,391,367
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,ROUGE1_R,0.600575,0.497921,-0.102655,-0.117761,-0.087162,0.000000,0.000000,-0.762789,391,385
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,ROUGE1_F1,0.548735,0.551773,0.003038,-0.014522,0.021108,0.223337,1.000000,-0.071063,391,391
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,SBERT,0.815014,0.824541,0.009527,-0.004481,0.023128,0.057477,1.000000,0.110862,391,391
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,CTQRS,0.763427,0.671995,-0.091432,-0.105339,-0.077366,0.000000,0.000000,-0.692073,391,347
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,ROUGE1_R_NORM,0.615422,0.505235,-0.110187,-0.125418,-0.094904,0.000000,0.000000,-0.777633,391,383
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,ROUGE1_F1_NORM,0.561386,0.556464,-0.004922,-0.022843,0.013304,0.014041,1.000000,-0.143524,391,390
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,SBERT_NORM,0.806727,0.810903,0.004175,-0.010045,0.018262,0.393774,1.000000,0.049768,391,391
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,SecFilled,0.567775,0.938619,0.370844,0.325448,0.416240,0.000000,0.000000,0.968374,391,186
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,SecPresence,0.575448,0.978261,0.402813,0.355499,0.450128,0.000000,0.000000,0.982794,391,176
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,CondFilledRate,0.566496,0.774638,0.208142,0.176172,0.240410,0.000000,0.000000,0.929969,391,187
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,UAHE_per_1kTok,4.314212,1.582464,-2.731748,-3.310101,-2.174893,0.000000,0.000000,-0.699570,391,250
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,UAHE_Total,1.542199,0.358056,-1.184143,-1.506394,-0.933504,0.000000,0.000000,-0.892857,391,216
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,ContextSupportRate,0.728298,0.531319,-0.196979,-0.243381,-0.150018,0.000000,0.000000,-0.480251,391,286
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,ContextUnattributedRate,0.269144,0.115740,-0.153405,-0.188171,-0.118353,0.000000,0.000000,-0.615762,391,245
SFT→DPO_aware_bal|k0|llama-3.2-3b,ROUGE1_R,0.595291,0.434828,-0.160463,-0.176159,-0.144129,0.000000,0.000000,-0.836960,391,388
SFT→DPO_aware_bal|k0|llama-3.2-3b,ROUGE1_F1,0.557654,0.519017,-0.038637,-0.060695,-0.016560,0.000000,0.000160,-0.295083,391,391
SFT→DPO_aware_bal|k0|llama-3.2-3b,SBERT,0.861506,0.845799,-0.015707,-0.027720,-0.003558,0.000000,0.000007,-0.328410,391,391
SFT→DPO_aware_bal|k0|llama-3.2-3b,CTQRS,0.741208,0.643702,-0.097506,-0.114610,-0.080403,0.000000,0.000000,-0.646579,391,344
SFT→DPO_aware_bal|k0|llama-3.2-3b,ROUGE1_R_NORM,0.609774,0.442559,-0.167215,-0.182691,-0.151547,0.000000,0.000000,-0.844187,391,390
SFT→DPO_aware_bal|k0|llama-3.2-3b,ROUGE1_F1_NORM,0.568300,0.522724,-0.045576,-0.067808,-0.022445,0.000000,0.000016,-0.320480,391,390
SFT→DPO_aware_bal|k0|llama-3.2-3b,SBERT_NORM,0.852118,0.833097,-0.019022,-0.031733,-0.006683,0.000000,0.000007,-0.328514,391,391
SFT→DPO_aware_bal|k0|llama-3.2-3b,SecFilled,0.632992,0.874680,0.241688,0.196931,0.287084,0.000000,0.000000,0.737900,391,219
SFT→DPO_aware_bal|k0|llama-3.2-3b,SecPresence,0.648338,0.994885,0.346547,0.300512,0.392583,0.000000,0.000000,0.995705,391,149
SFT→DPO_aware_bal|k0|llama-3.2-3b,CondFilledRate,0.607076,0.733589,0.126513,0.096206,0.157120,0.000000,0.000000,0.625704,391,198
SFT→DPO_aware_bal|k0|llama-3.2-3b,UAHE_per_1kTok,12.356835,1.413919,-10.942916,-11.679237,-10.206225,0.000000,0.000000,-0.984339,391,389
SFT→DPO_aware_bal|k0|llama-3.2-3b,UAHE_Total,4.258312,0.245524,-4.012788,-4.498721,-3.595908,0.000000,0.000000,-1.000000,391,385
SFT→DPO_aware_bal|k0|llama-3.2-3b,ContextSupportRate,0.217364,0.392751,0.175387,0.137925,0.212987,0.000000,0.000000,0.647048,391,229
SFT→DPO_aware_bal|k0|llama-3.2-3b,ContextUnattributedRate,0.782636,0.095740,-0.686896,-0.720332,-0.652892,0.000000,0.000000,-0.993101,391,376
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,ROUGE1_R,0.600575,0.414401,-0.186175,-0.201899,-0.170869,0.000000,0.000000,-0.916657,391,389
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,ROUGE1_F1,0.548735,0.417035,-0.131699,-0.148596,-0.114655,0.000000,0.000000,-0.723024,391,390
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,SBERT,0.815014,0.663198,-0.151816,-0.166164,-0.137238,0.000000,0.000000,-0.880996,391,391
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,CTQRS,0.763427,0.695332,-0.068095,-0.082641,-0.052749,0.000000,0.000000,-0.528188,391,343
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,ROUGE1_R_NORM,0.615422,0.427266,-0.188156,-0.203666,-0.172530,0.000000,0.000000,-0.918317,391,386
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,ROUGE1_F1_NORM,0.561386,0.429107,-0.132279,-0.149762,-0.114996,0.000000,0.000000,-0.719168,391,390
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,SBERT_NORM,0.806727,0.660101,-0.146627,-0.161337,-0.131784,0.000000,0.000000,-0.872723,391,391
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,SecFilled,0.567775,0.794118,0.226343,0.187980,0.265985,0.000000,0.000000,0.905865,391,147
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,SecPresence,0.575448,0.862532,0.287084,0.242327,0.333760,0.000000,0.000000,0.979039,391,132
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,CondFilledRate,0.566496,0.676684,0.110188,0.084867,0.135253,0.000000,0.000000,0.787285,391,150
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,UAHE_per_1kTok,4.314212,0.168654,-4.145558,-4.709124,-3.612184,0.000000,0.000000,-0.972700,391,244
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,UAHE_Total,1.542199,0.043478,-1.498721,-1.821036,-1.245460,0.000000,0.000000,-0.993882,391,238
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,ContextSupportRate,0.728298,0.793813,0.065515,0.015111,0.115896,0.002639,0.775803,0.207782,391,278
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,ContextUnattributedRate,0.269144,0.011814,-0.257331,-0.287890,-0.227481,0.000000,0.000000,-0.975477,391,244
NoRAG→RAG|sft|llama-3.2-3b,ROUGE1_R,0.595291,0.600575,0.005284,-0.012782,0.023718,0.848938,1.000000,-0.011290,391,379
NoRAG→RAG|sft|llama-3.2-3b,ROUGE1_F1,0.557654,0.548735,-0.008920,-0.031276,0.014101,0.024631,1.000000,-0.131139,391,391
NoRAG→RAG|sft|llama-3.2-3b,SBERT,0.861506,0.815014,-0.046492,-0.060177,-0.033149,0.000000,0.000000,-0.443029,391,391
NoRAG→RAG|sft|llama-3.2-3b,CTQRS,0.741208,0.763427,0.022219,0.005914,0.038523,0.009986,1.000000,0.171774,391,294
NoRAG→RAG|sft|llama-3.2-3b,ROUGE1_R_NORM,0.609774,0.615422,0.005647,-0.012514,0.024180,0.920806,1.000000,-0.005909,391,377
NoRAG→RAG|sft|llama-3.2-3b,ROUGE1_F1_NORM,0.568300,0.561386,-0.006913,-0.030086,0.016341,0.035846,1.000000,-0.122475,391,391
NoRAG→RAG|sft|llama-3.2-3b,SBERT_NORM,0.852118,0.806727,-0.045391,-0.058981,-0.031800,0.000000,0.000000,-0.411138,391,391
NoRAG→RAG|sft|llama-3.2-3b,SecFilled,0.632992,0.567775,-0.065217,-0.109974,-0.019821,0.002865,0.833615,-0.306887,391,120
NoRAG→RAG|sft|llama-3.2-3b,SecPresence,0.648338,0.575448,-0.072890,-0.118926,-0.026854,0.000223,0.071529,-0.390158,391,109
NoRAG→RAG|sft|llama-3.2-3b,CondFilledRate,0.607076,0.566496,-0.040580,-0.071483,-0.009548,0.009458,1.000000,-0.271074,391,120
NoRAG→RAG|sft|llama-3.2-3b,UAHE_per_1kTok,12.356835,4.314212,-8.042623,-8.925688,-7.162072,0.000000,0.000000,-0.837691,391,386
NoRAG→RAG|sft|llama-3.2-3b,UAHE_Total,4.258312,1.542199,-2.716113,-3.260934,-2.189258,0.000000,0.000000,-0.861797,391,342
NoRAG→RAG|sft|llama-3.2-3b,ContextSupportRate,0.217364,0.728298,0.510934,0.474933,0.546186,0.000000,0.000000,0.970037,391,360
NoRAG→RAG|sft|llama-3.2-3b,ContextUnattributedRate,0.782636,0.269144,-0.513492,-0.549616,-0.478186,0.000000,0.000000,-0.975038,391,360
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ROUGE1_R,0.475946,0.497921,0.021975,0.008433,0.034840,0.000004,0.001461,0.276657,391,369
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ROUGE1_F1,0.562954,0.551773,-0.011181,-0.025255,0.002565,0.570275,1.000000,-0.033169,391,390
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SBERT,0.862029,0.824541,-0.037488,-0.050440,-0.025429,0.000000,0.000000,-0.357326,391,391
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,CTQRS,0.646579,0.671995,0.025416,0.011509,0.039482,0.000019,0.006283,0.289852,391,283
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ROUGE1_R_NORM,0.484243,0.505235,0.020992,0.006874,0.034671,0.000005,0.001706,0.274233,391,370
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ROUGE1_F1_NORM,0.566762,0.556464,-0.010298,-0.024566,0.003596,0.689668,1.000000,-0.023333,391,390
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SBERT_NORM,0.846608,0.810903,-0.035705,-0.048655,-0.023512,0.000001,0.000287,-0.288350,391,391
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SecFilled,0.945013,0.938619,-0.006394,-0.023657,0.009591,0.725165,1.000000,-0.041728,391,82
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SecPresence,0.998721,0.978261,-0.020460,-0.033248,-0.008951,0.000427,0.135010,-0.911765,391,16
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,CondFilledRate,0.779241,0.774638,-0.004604,-0.017733,0.008185,0.812009,1.000000,-0.037037,391,54
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,UAHE_per_1kTok,1.536371,1.582464,0.046093,-0.297228,0.397259,0.808278,1.000000,-0.025630,391,119
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,UAHE_Total,0.324808,0.358056,0.033248,-0.048593,0.120205,0.683509,1.000000,0.049580,391,84
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ContextSupportRate,0.407021,0.531319,0.124298,0.078931,0.169706,0.000000,0.000152,0.468433,391,150
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ContextUnattributedRate,0.127506,0.115740,-0.011766,-0.040994,0.017778,0.345467,1.000000,-0.111758,391,94
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ROUGE1_R,0.434828,0.414401,-0.020427,-0.037293,-0.003495,0.001440,0.437632,-0.188140,391,382
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ROUGE1_F1,0.519017,0.417035,-0.101982,-0.120277,-0.083305,0.000000,0.000000,-0.584869,391,391
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SBERT,0.845799,0.663198,-0.182600,-0.196620,-0.168994,0.000000,0.000000,-0.939141,391,391
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,CTQRS,0.643702,0.695332,0.051630,0.034207,0.068734,0.000000,0.000003,0.365611,391,327
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ROUGE1_R_NORM,0.442559,0.427266,-0.015293,-0.032095,0.001374,0.009156,1.000000,-0.154275,391,380
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ROUGE1_F1_NORM,0.522724,0.429107,-0.093617,-0.112198,-0.074706,0.000000,0.000000,-0.553656,391,391
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SBERT_NORM,0.833097,0.660101,-0.172996,-0.187064,-0.159219,0.000000,0.000000,-0.922569,391,391
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SecFilled,0.874680,0.794118,-0.080563,-0.117008,-0.044757,0.000139,0.045264,-0.314768,391,187
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SecPresence,0.994885,0.862532,-0.132353,-0.165601,-0.100384,0.000000,0.000000,-0.965174,391,66
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,CondFilledRate,0.733589,0.676684,-0.056905,-0.086787,-0.028942,0.001985,0.593627,-0.275449,391,167
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,UAHE_per_1kTok,1.413919,0.168654,-1.245266,-1.614389,-0.899671,0.000000,0.000000,-0.846018,391,82
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,UAHE_Total,0.245524,0.043478,-0.202046,-0.265985,-0.143223,0.000000,0.000000,-0.772894,391,77
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ContextSupportRate,0.392751,0.793813,0.401062,0.346059,0.455258,0.000000,0.000000,0.806645,391,232
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,ContextUnattributedRate,0.095740,0.011814,-0.083927,-0.108796,-0.060318,0.000000,0.000000,-0.864198,391,80
k1→k2|sft|llama-3.2-3b,ROUGE1_R,0.600575,0.601088,0.000512,-0.013158,0.014340,0.973520,1.000000,0.002030,391,356
k1→k2|sft|llama-3.2-3b,ROUGE1_F1,0.548735,0.569235,0.020501,0.003554,0.037160,0.014465,1.000000,0.145147,391,378
k1→k2|sft|llama-3.2-3b,SBERT,0.815014,0.832997,0.017983,0.006823,0.029534,0.000871,0.268422,0.196823,391,381
k1→k2|sft|llama-3.2-3b,CTQRS,0.763427,0.754316,-0.009111,-0.022379,0.004156,0.161383,1.000000,-0.101606,391,247
k1→k2|sft|llama-3.2-3b,ROUGE1_R_NORM,0.615422,0.615126,-0.000296,-0.013612,0.013387,0.854432,1.000000,-0.011252,391,354
k1→k2|sft|llama-3.2-3b,ROUGE1_F1_NORM,0.561386,0.581949,0.020563,0.003820,0.037696,0.019902,1.000000,0.138366,391,377
k1→k2|sft|llama-3.2-3b,SBERT_NORM,0.806727,0.824633,0.017905,0.006711,0.029350,0.003164,0.917534,0.174479,391,381
k1→k2|sft|llama-3.2-3b,SecFilled,0.567775,0.571611,0.003836,-0.026854,0.033887,0.779257,1.000000,0.041496,391,58
k1→k2|sft|llama-3.2-3b,SecPresence,0.575448,0.579923,0.004476,-0.027494,0.036445,0.810829,1.000000,0.036953,391,51
k1→k2|sft|llama-3.2-3b,CondFilledRate,0.566496,0.566752,0.000256,-0.018714,0.019311,0.872600,1.000000,-0.023963,391,58
k1→k2|sft|llama-3.2-3b,UAHE_per_1kTok,4.314212,4.797517,0.483305,-0.130866,1.066502,0.081545,1.000000,0.118000,391,290
k1→k2|sft|llama-3.2-3b,UAHE_Total,1.542199,1.636829,0.094629,-0.263427,0.411765,0.271703,1.000000,0.083834,391,220
k1→k2|sft|llama-3.2-3b,ContextSupportRate,0.728298,0.712562,-0.015736,-0.045926,0.014050,0.301292,1.000000,-0.076001,391,246
k1→k2|sft|llama-3.2-3b,ContextUnattributedRate,0.269144,0.287438,0.018294,-0.011555,0.048100,0.220133,1.000000,0.090155,391,246
Dense→Lex|sft_k1|llama-3.2-3b,ROUGE1_R,0.600575,0.608887,0.008312,-0.006625,0.023163,0.332027,1.000000,0.061613,391,330
Dense→Lex|sft_k1|llama-3.2-3b,ROUGE1_F1,0.548735,0.559592,0.010857,-0.007570,0.028735,0.505870,1.000000,0.041389,391,344
Dense→Lex|sft_k1|llama-3.2-3b,SBERT,0.815014,0.806081,-0.008933,-0.023181,0.005269,0.579744,1.000000,-0.034252,391,348
Dense→Lex|sft_k1|llama-3.2-3b,CTQRS,0.763427,0.771739,0.008312,-0.004316,0.021260,0.170090,1.000000,0.097885,391,254
Dense→Lex|sft_k1|llama-3.2-3b,ROUGE1_R_NORM,0.615422,0.621782,0.006360,-0.008069,0.020905,0.468599,1.000000,0.045895,391,332
Dense→Lex|sft_k1|llama-3.2-3b,ROUGE1_F1_NORM,0.561386,0.570048,0.008662,-0.009781,0.027144,0.665888,1.000000,0.026824,391,345
Dense→Lex|sft_k1|llama-3.2-3b,SBERT_NORM,0.806727,0.799213,-0.007515,-0.021749,0.006464,0.525018,1.000000,-0.039430,391,346
Dense→Lex|sft_k1|llama-3.2-3b,SecFilled,0.567775,0.580563,0.012788,-0.026854,0.053069,0.598723,1.000000,0.062308,391,88
Dense→Lex|sft_k1|llama-3.2-3b,SecPresence,0.575448,0.589514,0.014066,-0.026854,0.054987,0.560728,1.000000,0.072281,391,75
Dense→Lex|sft_k1|llama-3.2-3b,CondFilledRate,0.566496,0.561083,-0.005413,-0.029327,0.018884,0.822658,1.000000,-0.027068,391,88
Dense→Lex|sft_k1|llama-3.2-3b,UAHE_per_1kTok,4.314212,4.955225,0.641013,-0.116287,1.445904,0.105099,1.000000,0.111930,391,279
Dense→Lex|sft_k1|llama-3.2-3b,UAHE_Total,1.542199,1.803069,0.260870,-0.219949,0.841496,0.416439,1.000000,0.061396,391,225
Dense→Lex|sft_k1|llama-3.2-3b,ContextSupportRate,0.728298,0.695359,-0.032939,-0.067025,-0.000137,0.053012,1.000000,-0.140567,391,252
Dense→Lex|sft_k1|llama-3.2-3b,ContextUnattributedRate,0.269144,0.304641,0.035497,0.002515,0.068108,0.035902,1.000000,0.152425,391,252
Sim→Rand|sft_dense_k1|llama-3.2-3b,ROUGE1_R,0.600575,0.546820,-0.053755,-0.074081,-0.034048,0.000001,0.000187,-0.295163,391,386
Sim→Rand|sft_dense_k1|llama-3.2-3b,ROUGE1_F1,0.548735,0.490337,-0.058397,-0.082392,-0.034829,0.000003,0.000915,-0.274492,391,391
Sim→Rand|sft_dense_k1|llama-3.2-3b,SBERT,0.815014,0.779631,-0.035383,-0.055697,-0.015766,0.244046,1.000000,-0.067984,391,391
Sim→Rand|sft_dense_k1|llama-3.2-3b,CTQRS,0.763427,0.742327,-0.021100,-0.038043,-0.004156,0.035824,1.000000,-0.137726,391,304
Sim→Rand|sft_dense_k1|llama-3.2-3b,ROUGE1_R_NORM,0.615422,0.560280,-0.055141,-0.074745,-0.035221,0.000000,0.000098,-0.303062,391,385
Sim→Rand|sft_dense_k1|llama-3.2-3b,ROUGE1_F1_NORM,0.561386,0.500839,-0.060547,-0.084444,-0.036570,0.000002,0.000842,-0.275588,391,391
Sim→Rand|sft_dense_k1|llama-3.2-3b,SBERT_NORM,0.806727,0.771419,-0.035308,-0.054877,-0.016134,0.171746,1.000000,-0.079754,391,391
Sim→Rand|sft_dense_k1|llama-3.2-3b,SecFilled,0.567775,0.577366,0.009591,-0.046036,0.066496,0.516053,1.000000,0.057815,391,156
Sim→Rand|sft_dense_k1|llama-3.2-3b,SecPresence,0.575448,0.588875,0.013427,-0.044118,0.069693,0.359613,1.000000,0.081716,391,148
Sim→Rand|sft_dense_k1|llama-3.2-3b,CondFilledRate,0.566496,0.562617,-0.003879,-0.041816,0.033505,0.872267,1.000000,-0.014723,391,155
Sim→Rand|sft_dense_k1|llama-3.2-3b,UAHE_per_1kTok,4.314212,7.926848,3.612636,2.665725,4.586093,0.000000,0.000000,0.482139,391,356
Sim→Rand|sft_dense_k1|llama-3.2-3b,UAHE_Total,1.542199,3.488491,1.946292,1.245524,2.749425,0.000000,0.000000,0.590615,391,308
Sim→Rand|sft_dense_k1|llama-3.2-3b,ContextSupportRate,0.728298,0.520581,-0.207717,-0.247133,-0.169124,0.000000,0.000000,-0.602292,391,335
Sim→Rand|sft_dense_k1|llama-3.2-3b,ContextUnattributedRate,0.269144,0.476861,0.207717,0.169445,0.245068,0.000000,0.000000,0.603962,391,335
TplOn→Off|sft_dense_k1|llama-3.2-3b,ROUGE1_R,0.600575,0.608615,0.008040,-0.001619,0.018238,0.332920,1.000000,0.067979,391,270
TplOn→Off|sft_dense_k1|llama-3.2-3b,ROUGE1_F1,0.548735,0.547011,-0.001724,-0.015542,0.012079,0.214152,1.000000,-0.082746,391,300
TplOn→Off|sft_dense_k1|llama-3.2-3b,SBERT,0.815014,0.813847,-0.001167,-0.008669,0.006453,0.077945,1.000000,-0.116263,391,306
TplOn→Off|sft_dense_k1|llama-3.2-3b,CTQRS,0.763427,0.764066,0.000639,-0.007832,0.009431,0.798344,1.000000,-0.024373,391,141
