pool,margin,quality_floor,uahe_cap,min_cond_filled,prompts_total,prompts_kept,pairs,pass_rate,reject_no_valid_reject,reject_min_cond,reject_uahe_cap,reject_below_quality_floor
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.05,10.0,0.7,3139,1217,1217,0.3877,127,229.0,694.0,872.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.05,15.0,0.0,3139,1552,1552,0.4944,312,,403.0,872.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.05,15.0,0.3,3139,1552,1552,0.4944,312,,403.0,872.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.05,15.0,0.5,3139,1334,1334,0.425,306,224.0,403.0,872.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.05,15.0,0.6,3139,1329,1329,0.4234,306,229.0,403.0,872.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.05,15.0,0.7,3139,1329,1329,0.4234,306,229.0,403.0,872.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,-1.0,0.0,3139,1446,1446,0.4607,614,,,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,-1.0,0.3,3139,1446,1446,0.4607,614,,,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,-1.0,0.5,3139,1429,1429,0.4552,613,18.0,,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,-1.0,0.6,3139,1424,1424,0.4536,613,23.0,,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,-1.0,0.7,3139,1424,1424,0.4536,613,23.0,,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,3.0,0.0,3139,293,293,0.0933,19,,1748.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,3.0,0.3,3139,293,293,0.0933,19,,1748.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,3.0,0.5,3139,284,284,0.0905,19,9.0,1748.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,3.0,0.6,3139,280,280,0.0892,19,13.0,1748.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,3.0,0.7,3139,280,280,0.0892,19,13.0,1748.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,5.0,0.0,3139,592,592,0.1886,23,,1445.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,5.0,0.3,3139,592,592,0.1886,23,,1445.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,5.0,0.5,3139,581,581,0.1851,23,11.0,1445.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,5.0,0.6,3139,577,577,0.1838,23,15.0,1445.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,5.0,0.7,3139,577,577,0.1838,23,15.0,1445.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,10.0,0.0,3139,1239,1239,0.3947,128,,693.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,10.0,0.3,3139,1239,1239,0.3947,128,,693.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,10.0,0.5,3139,1222,1222,0.3893,127,18.0,693.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,10.0,0.6,3139,1217,1217,0.3877,127,23.0,693.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,10.0,0.7,3139,1217,1217,0.3877,127,23.0,693.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,15.0,0.0,3139,1351,1351,0.4304,307,,402.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,15.0,0.3,3139,1351,1351,0.4304,307,,402.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,15.0,0.5,3139,1334,1334,0.425,306,18.0,402.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,15.0,0.6,3139,1329,1329,0.4234,306,23.0,402.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.1,15.0,0.7,3139,1329,1329,0.4234,306,23.0,402.0,1079.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,-1.0,0.0,3139,1309,1309,0.417,326,,,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,-1.0,0.3,3139,1309,1309,0.417,326,,,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,-1.0,0.5,3139,1295,1295,0.4126,326,14.0,,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,-1.0,0.6,3139,1290,1290,0.411,326,19.0,,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,-1.0,0.7,3139,1290,1290,0.411,326,19.0,,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,3.0,0.0,3139,293,293,0.0933,19,,1323.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,3.0,0.3,3139,293,293,0.0933,19,,1323.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,3.0,0.5,3139,284,284,0.0905,19,9.0,1323.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,3.0,0.6,3139,280,280,0.0892,19,13.0,1323.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,3.0,0.7,3139,280,280,0.0892,19,13.0,1323.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,5.0,0.0,3139,591,591,0.1883,23,,1021.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,5.0,0.3,3139,591,591,0.1883,23,,1021.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,5.0,0.5,3139,581,581,0.1851,23,10.0,1021.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,5.0,0.6,3139,577,577,0.1838,23,14.0,1021.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,5.0,0.7,3139,577,577,0.1838,23,14.0,1021.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,10.0,0.0,3139,1228,1228,0.3912,111,,296.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,10.0,0.3,3139,1228,1228,0.3912,111,,296.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,10.0,0.5,3139,1214,1214,0.3867,111,14.0,296.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,10.0,0.6,3139,1209,1209,0.3852,111,19.0,296.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,10.0,0.7,3139,1209,1209,0.3852,111,19.0,296.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,15.0,0.0,3139,1274,1274,0.4059,189,,172.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,15.0,0.3,3139,1274,1274,0.4059,189,,172.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,15.0,0.5,3139,1260,1260,0.4014,189,14.0,172.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,15.0,0.6,3139,1255,1255,0.3998,189,19.0,172.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.15,15.0,0.7,3139,1255,1255,0.3998,189,19.0,172.0,1504.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,-1.0,0.0,3139,1241,1241,0.3953,290,,,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,-1.0,0.3,3139,1241,1241,0.3953,290,,,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,-1.0,0.5,3139,1232,1232,0.3925,290,9.0,,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,-1.0,0.6,3139,1228,1228,0.3912,290,13.0,,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,-1.0,0.7,3139,1228,1228,0.3912,290,13.0,,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,3.0,0.0,3139,292,292,0.093,19,,1220.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,3.0,0.3,3139,292,292,0.093,19,,1220.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,3.0,0.5,3139,284,284,0.0905,19,8.0,1220.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,3.0,0.6,3139,280,280,0.0892,19,12.0,1220.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,3.0,0.7,3139,280,280,0.0892,19,12.0,1220.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,5.0,0.0,3139,590,590,0.188,23,,918.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,5.0,0.3,3139,590,590,0.188,23,,918.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,5.0,0.5,3139,581,581,0.1851,23,9.0,918.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,5.0,0.6,3139,577,577,0.1838,23,13.0,918.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,5.0,0.7,3139,577,577,0.1838,23,13.0,918.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,10.0,0.0,3139,1173,1173,0.3737,84,,274.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,10.0,0.3,3139,1173,1173,0.3737,84,,274.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,10.0,0.5,3139,1164,1164,0.3708,84,9.0,274.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,10.0,0.6,3139,1160,1160,0.3695,84,13.0,274.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,10.0,0.7,3139,1160,1160,0.3695,84,13.0,274.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,15.0,0.0,3139,1211,1211,0.3858,158,,162.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,15.0,0.3,3139,1211,1211,0.3858,158,,162.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,15.0,0.5,3139,1202,1202,0.3829,158,9.0,162.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,15.0,0.6,3139,1198,1198,0.3817,158,13.0,162.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.2,15.0,0.7,3139,1198,1198,0.3817,158,13.0,162.0,1608.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,-1.0,0.0,3139,1059,1059,0.3374,283,,,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,-1.0,0.3,3139,1059,1059,0.3374,283,,,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,-1.0,0.5,3139,1053,1053,0.3355,283,6.0,,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,-1.0,0.6,3139,1049,1049,0.3342,283,10.0,,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,-1.0,0.7,3139,1049,1049,0.3342,283,10.0,,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,3.0,0.0,3139,290,290,0.0924,19,,1033.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,3.0,0.3,3139,290,290,0.0924,19,,1033.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,3.0,0.5,3139,284,284,0.0905,19,6.0,1033.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,3.0,0.6,3139,280,280,0.0892,19,10.0,1033.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,3.0,0.7,3139,280,280,0.0892,19,10.0,1033.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,5.0,0.0,3139,587,587,0.187,23,,732.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,5.0,0.3,3139,587,587,0.187,23,,732.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,5.0,0.5,3139,581,581,0.1851,23,6.0,732.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,5.0,0.6,3139,577,577,0.1838,23,10.0,732.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,5.0,0.7,3139,577,577,0.1838,23,10.0,732.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,10.0,0.0,3139,994,994,0.3167,78,,270.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,10.0,0.3,3139,994,994,0.3167,78,,270.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,10.0,0.5,3139,988,988,0.3147,78,6.0,270.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,10.0,0.6,3139,984,984,0.3135,78,10.0,270.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,10.0,0.7,3139,984,984,0.3135,78,10.0,270.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,15.0,0.0,3139,1029,1029,0.3278,152,,161.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,15.0,0.3,3139,1029,1029,0.3278,152,,161.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,15.0,0.5,3139,1023,1023,0.3259,152,6.0,161.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,15.0,0.6,3139,1019,1019,0.3246,152,10.0,161.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.05,0.3,15.0,0.7,3139,1019,1019,0.3246,152,10.0,161.0,1797.0
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,-1.0,0.0,3139,1320,1320,0.4205,1819,,,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,-1.0,0.3,3139,1320,1320,0.4205,1622,197.0,,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,-1.0,0.5,3139,1303,1303,0.4151,741,1095.0,,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,-1.0,0.6,3139,1298,1298,0.4135,740,1101.0,,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,-1.0,0.7,3139,1298,1298,0.4135,740,1101.0,,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,3.0,0.0,3139,291,291,0.0927,278,,2570.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,3.0,0.3,3139,291,291,0.0927,254,24.0,2570.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,3.0,0.5,3139,282,282,0.0898,21,266.0,2570.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,3.0,0.6,3139,278,278,0.0886,21,270.0,2570.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,3.0,0.7,3139,278,278,0.0886,21,270.0,2570.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,5.0,0.0,3139,587,587,0.187,371,,2181.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,5.0,0.3,3139,587,587,0.187,322,49.0,2181.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,5.0,0.5,3139,576,576,0.1835,28,354.0,2181.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,5.0,0.6,3139,572,572,0.1822,28,358.0,2181.0,
dpo_pairs_qwen2.5-7b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_4c847c7306ae_20260227_153457,0.1,0.0,5.0,0.7,3139,572,572,0.1822,28,358.0,2181.0,
