pool,margin,quality_floor,uahe_cap,min_cond_filled,prompts_total,prompts_kept,pairs,pass_rate,reject_no_valid_reject,reject_min_cond,reject_uahe_cap,reject_below_quality_floor
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,-1.0,0.7,3139,1498,1498,0.4772,560,508.0,,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,3.0,0.0,3139,776,776,0.2472,609,,1181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,3.0,0.3,3139,773,773,0.2463,609,3.0,1181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,3.0,0.5,3139,745,745,0.2373,168,472.0,1181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,3.0,0.6,3139,741,741,0.2361,168,476.0,1181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,3.0,0.7,3139,741,741,0.2361,168,476.0,1181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,5.0,0.0,3139,1076,1076,0.3428,642,,848.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,5.0,0.3,3139,1073,1073,0.3418,642,3.0,848.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,5.0,0.5,3139,1039,1039,0.331,200,479.0,848.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,5.0,0.6,3139,1031,1031,0.3284,198,489.0,848.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,5.0,0.7,3139,1031,1031,0.3284,198,489.0,848.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,10.0,0.0,3139,1462,1462,0.4658,788,,316.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,10.0,0.3,3139,1459,1459,0.4648,788,3.0,316.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,10.0,0.5,3139,1414,1414,0.4505,341,495.0,316.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,10.0,0.6,3139,1404,1404,0.4473,338,508.0,316.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,10.0,0.7,3139,1404,1404,0.4473,338,508.0,316.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,15.0,0.0,3139,1517,1517,0.4833,868,,181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,15.0,0.3,3139,1514,1514,0.4823,868,3.0,181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,15.0,0.5,3139,1469,1469,0.468,421,495.0,181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,15.0,0.6,3139,1459,1459,0.4648,418,508.0,181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.05,15.0,0.7,3139,1459,1459,0.4648,418,508.0,181.0,573.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,-1.0,0.0,3139,1556,1556,0.4957,569,,,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,-1.0,0.3,3139,1553,1553,0.4947,569,3.0,,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,-1.0,0.5,3139,1508,1508,0.4804,560,57.0,,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,-1.0,0.6,3139,1498,1498,0.4772,559,68.0,,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,-1.0,0.7,3139,1498,1498,0.4772,559,68.0,,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,3.0,0.0,3139,776,776,0.2472,174,,1175.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,3.0,0.3,3139,773,773,0.2463,174,3.0,1175.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,3.0,0.5,3139,745,745,0.2373,168,37.0,1175.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,3.0,0.6,3139,741,741,0.2361,168,41.0,1175.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,3.0,0.7,3139,741,741,0.2361,168,41.0,1175.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,5.0,0.0,3139,1076,1076,0.3428,206,,843.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,5.0,0.3,3139,1073,1073,0.3418,206,3.0,843.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,5.0,0.5,3139,1039,1039,0.331,199,44.0,843.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,5.0,0.6,3139,1031,1031,0.3284,198,53.0,843.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,5.0,0.7,3139,1031,1031,0.3284,198,53.0,843.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,10.0,0.0,3139,1462,1462,0.4658,348,,315.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,10.0,0.3,3139,1459,1459,0.4648,348,3.0,315.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,10.0,0.5,3139,1414,1414,0.4505,339,57.0,315.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,10.0,0.6,3139,1404,1404,0.4473,338,68.0,315.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,10.0,0.7,3139,1404,1404,0.4473,338,68.0,315.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,15.0,0.0,3139,1517,1517,0.4833,427,,181.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,15.0,0.3,3139,1514,1514,0.4823,427,3.0,181.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,15.0,0.5,3139,1469,1469,0.468,418,57.0,181.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,15.0,0.6,3139,1459,1459,0.4648,417,68.0,181.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.1,15.0,0.7,3139,1459,1459,0.4648,417,68.0,181.0,1014.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,-1.0,0.0,3139,1478,1478,0.4709,442,,,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,-1.0,0.3,3139,1476,1476,0.4702,442,2.0,,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,-1.0,0.5,3139,1437,1437,0.4578,436,47.0,,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,-1.0,0.6,3139,1428,1428,0.4549,436,56.0,,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,-1.0,0.7,3139,1428,1428,0.4549,436,56.0,,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,3.0,0.0,3139,775,775,0.2469,174,,971.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,3.0,0.3,3139,773,773,0.2463,174,2.0,971.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,3.0,0.5,3139,745,745,0.2373,168,36.0,971.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,3.0,0.6,3139,741,741,0.2361,168,40.0,971.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,3.0,0.7,3139,741,741,0.2361,168,40.0,971.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,5.0,0.0,3139,1074,1074,0.3421,204,,642.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,5.0,0.3,3139,1072,1072,0.3415,204,2.0,642.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,5.0,0.5,3139,1038,1038,0.3307,198,42.0,642.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,5.0,0.6,3139,1031,1031,0.3284,198,49.0,642.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,5.0,0.7,3139,1031,1031,0.3284,198,49.0,642.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,10.0,0.0,3139,1447,1447,0.461,335,,138.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,10.0,0.3,3139,1445,1445,0.4603,335,2.0,138.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,10.0,0.5,3139,1406,1406,0.4479,329,47.0,138.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,10.0,0.6,3139,1397,1397,0.445,329,56.0,138.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,10.0,0.7,3139,1397,1397,0.445,329,56.0,138.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,15.0,0.0,3139,1468,1468,0.4677,371,,81.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,15.0,0.3,3139,1466,1466,0.467,371,2.0,81.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,15.0,0.5,3139,1427,1427,0.4546,365,47.0,81.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,15.0,0.6,3139,1418,1418,0.4517,365,56.0,81.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.15,15.0,0.7,3139,1418,1418,0.4517,365,56.0,81.0,1219.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,-1.0,0.0,3139,1449,1449,0.4616,393,,,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,-1.0,0.3,3139,1448,1448,0.4613,393,1.0,,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,-1.0,0.5,3139,1416,1416,0.4511,387,39.0,,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,-1.0,0.6,3139,1409,1409,0.4489,387,46.0,,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,-1.0,0.7,3139,1409,1409,0.4489,387,46.0,,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,3.0,0.0,3139,774,774,0.2466,174,,894.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,3.0,0.3,3139,773,773,0.2463,174,1.0,894.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,3.0,0.5,3139,745,745,0.2373,168,35.0,894.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,3.0,0.6,3139,741,741,0.2361,168,39.0,894.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,3.0,0.7,3139,741,741,0.2361,168,39.0,894.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,5.0,0.0,3139,1070,1070,0.3409,204,,568.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,5.0,0.3,3139,1069,1069,0.3406,204,1.0,568.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,5.0,0.5,3139,1037,1037,0.3304,198,39.0,568.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,5.0,0.6,3139,1031,1031,0.3284,198,45.0,568.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,5.0,0.7,3139,1031,1031,0.3284,198,45.0,568.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,10.0,0.0,3139,1419,1419,0.4521,294,,129.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,10.0,0.3,3139,1418,1418,0.4517,294,1.0,129.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,10.0,0.5,3139,1386,1386,0.4415,288,39.0,129.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,10.0,0.6,3139,1379,1379,0.4393,288,46.0,129.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,10.0,0.7,3139,1379,1379,0.4393,288,46.0,129.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,15.0,0.0,3139,1440,1440,0.4587,328,,74.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,15.0,0.3,3139,1439,1439,0.4584,328,1.0,74.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,15.0,0.5,3139,1407,1407,0.4482,322,39.0,74.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,15.0,0.6,3139,1400,1400,0.446,322,46.0,74.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.2,15.0,0.7,3139,1400,1400,0.446,322,46.0,74.0,1297.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,-1.0,0.0,3139,1336,1336,0.4256,365,,,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,-1.0,0.3,3139,1336,1336,0.4256,365,,,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,-1.0,0.5,3139,1310,1310,0.4173,360,31.0,,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,-1.0,0.6,3139,1308,1308,0.4167,360,33.0,,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,-1.0,0.7,3139,1308,1308,0.4167,360,33.0,,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,3.0,0.0,3139,769,769,0.245,173,,759.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,3.0,0.3,3139,769,769,0.245,173,,759.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,3.0,0.5,3139,743,743,0.2367,168,31.0,759.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,3.0,0.6,3139,741,741,0.2361,168,33.0,759.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,3.0,0.7,3139,741,741,0.2361,168,33.0,759.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,5.0,0.0,3139,1059,1059,0.3374,203,,439.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,5.0,0.3,3139,1059,1059,0.3374,203,,439.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,5.0,0.5,3139,1033,1033,0.3291,198,31.0,439.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,5.0,0.6,3139,1031,1031,0.3284,198,33.0,439.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,5.0,0.7,3139,1031,1031,0.3284,198,33.0,439.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,10.0,0.0,3139,1307,1307,0.4164,267,,127.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,10.0,0.3,3139,1307,1307,0.4164,267,,127.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,10.0,0.5,3139,1281,1281,0.4081,262,31.0,127.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,10.0,0.6,3139,1279,1279,0.4075,262,33.0,127.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,10.0,0.7,3139,1279,1279,0.4075,262,33.0,127.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,15.0,0.0,3139,1327,1327,0.4227,300,,74.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,15.0,0.3,3139,1327,1327,0.4227,300,,74.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,15.0,0.5,3139,1301,1301,0.4145,295,31.0,74.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,15.0,0.6,3139,1299,1299,0.4138,295,33.0,74.0,1438.0
dpo_pairs_llama-3.2-3b_seed42_balanced_retrieval_aware_emse_re_eval_final_retrieval_aware_balanced_99f790af75d3_20260227_205117,0.1,0.3,15.0,0.7,3139,1299,1299,0.4138,295,33.0,74.0,1438.0
